Geo Point;Geo Shape;Ortsname;Postleitzahl
48.1321268962,11.5122375474;"{""type"": ""Polygon"", ""coordinates"": [[[11.490444, 48.1377022], [11.4907062, 48.13811339999999], [11.490961800000001, 48.13809169999998], [11.4910055, 48.13836339999999], [11.4913514, 48.13833039999999], [11.4916693, 48.1393012], [11.4915354, 48.1393285], [11.4917533, 48.1399542], [11.4923039, 48.139892], [11.4925109, 48.139919599999985], [11.4928503, 48.139858899999986], [11.4927903, 48.1396213], [11.493525, 48.139544], [11.4937216, 48.139766299999984], [11.4960108, 48.1394901], [11.4959921, 48.13941279999999], [11.4963771, 48.139363], [11.4963026, 48.138983199999984], [11.4976225, 48.1389032], [11.4976581, 48.13952639999999], [11.4979702, 48.13951549999999], [11.4979441, 48.13918359999999], [11.499214, 48.139153599999986], [11.4992151, 48.139264], [11.5003428, 48.13934789999998], [11.5015833, 48.139351699999985], [11.5027023, 48.1394099], [11.5027062, 48.139530599999986], [11.502900499999999, 48.1395283], [11.503319, 48.13940979999999], [11.503453, 48.1393233], [11.503548, 48.139247099999984], [11.5035451, 48.139092099999985], [11.5038311, 48.138879], [11.504546, 48.138862], [11.5044969, 48.13910939999999], [11.5053143, 48.1390523], [11.5053676, 48.139371199999985], [11.5071952, 48.1392938], [11.5105888, 48.138900699999986], [11.510822, 48.1391495], [11.5112211, 48.13904669999999], [11.5113341, 48.1389283], [11.5123683, 48.13877549999999], [11.5123622, 48.138686], [11.5137333, 48.138612], [11.5136692, 48.1349023], [11.5132464, 48.13489219999999], [11.5132484, 48.13462349999998], [11.5168698, 48.13456639999998], [11.5177289, 48.134647], [11.5177737, 48.1344685], [11.5184945, 48.1344366], [11.5190876, 48.1348402], [11.521921, 48.1347757], [11.5227575, 48.13560279999999], [11.5232368, 48.13557149999998], [11.523939, 48.135960899999986], [11.5246979, 48.1357639], [11.5266021, 48.1366492], [11.5273714, 48.135834299999985], [11.5291815, 48.134540499999986], [11.5321516, 48.13235069999999], [11.5298816, 48.13098859999999], [11.5280257, 48.129926799999986], [11.5262447, 48.1289671], [11.5242058, 48.127739099999985], [11.5228376, 48.1268582], [11.5218963, 48.12607469999998], [11.5207255, 48.124615099999986], [11.5203827, 48.1240283], [11.5158614, 48.12459659999998], [11.5086812, 48.12525809999999], [11.5029595, 48.125505799999985], [11.5026224, 48.1260253], [11.5022258, 48.126202499999984], [11.5022418, 48.12683839999998], [11.5026439, 48.126905499999985], [11.5017643, 48.12700919999999], [11.5017849, 48.127202899999986], [11.5021527, 48.1272166], [11.502173299999999, 48.12864849999998], [11.50234, 48.128755199999986], [11.502356, 48.1289199], [11.5027033, 48.1289641], [11.5021573, 48.129083], [11.502171, 48.1292066], [11.5019288, 48.12924309999998], [11.502321, 48.13084989999999], [11.502521, 48.130849699999985], [11.5027375, 48.13099519999999], [11.5023492, 48.13109579999998], [11.5023515, 48.1313825], [11.5021618, 48.1313977], [11.5021801, 48.13176209999999], [11.5023606, 48.13177429999999], [11.5023583, 48.131939], [11.502139, 48.13199539999999], [11.5022532, 48.13251539999999], [11.5023766, 48.1328127], [11.5027672, 48.132811199999985], [11.5028335, 48.1331984], [11.502171, 48.133297599999985], [11.5021801, 48.133543], [11.5014353, 48.133619299999985], [11.501513, 48.1338175], [11.5021207, 48.1337946], [11.5021191, 48.134224299999985], [11.5015455, 48.1342632], [11.5018543, 48.1347398], [11.5023652, 48.1348055], [11.5023772, 48.1351133], [11.5029546, 48.13543209999999], [11.502677, 48.13557669999999], [11.5024895, 48.1357225], [11.5019236, 48.1357279], [11.5019209, 48.13559], [11.5013805, 48.1356108], [11.501383, 48.13578589999999], [11.5010529, 48.1358], [11.5010478, 48.13563639999999], [11.5006629, 48.1356532], [11.5006721, 48.13580539999999], [11.4998393, 48.13583829999999], [11.4998192, 48.1356922], [11.4994717, 48.13573009999999], [11.4994734, 48.135884], [11.4983173, 48.1359654], [11.498361, 48.136468], [11.4979265, 48.136490299999984], [11.4978053, 48.1358824], [11.4952477, 48.1361085], [11.4951212, 48.1362604], [11.4930156, 48.13644569999999], [11.4930007, 48.1362903], [11.4926262, 48.136311099999986], [11.4926827, 48.136638], [11.491755, 48.136720199999985], [11.4917442, 48.1365079], [11.4913724, 48.136540799999985], [11.4913508, 48.136429499999984], [11.4909603, 48.13646139999999], [11.4909788, 48.1365853], [11.4907932, 48.13684939999999], [11.4909869, 48.13765689999999], [11.490444, 48.1377022]]]}";München;80686
48.1918788557,11.48250248;"{""type"": ""Polygon"", ""coordinates"": [[[11.4597967, 48.2117073], [11.460079, 48.21175359999999], [11.4602574, 48.211828099999984], [11.4604215, 48.2120253], [11.4605117, 48.2122381], [11.4605286, 48.21239389999999], [11.4603366, 48.2128437], [11.4604127, 48.2129185], [11.4605367, 48.213142199999986], [11.4611997, 48.21385629999999], [11.4612916, 48.214004399999986], [11.4616422, 48.214348], [11.4619058, 48.21455469999999], [11.4627321, 48.215087799999985], [11.4632378, 48.2153296], [11.4647577, 48.21596559999998], [11.4664659, 48.21676189999999], [11.4676257, 48.2173833], [11.4702108, 48.218555399999985], [11.4718803, 48.21917659999998], [11.4730945, 48.21944529999998], [11.4766774, 48.2196248], [11.4769083, 48.219681], [11.4754803, 48.2165271], [11.4750248, 48.21053879999999], [11.485282, 48.209243599999986], [11.4890795, 48.2046133], [11.4916986, 48.201759899999985], [11.4937512, 48.19984539999999], [11.4948155, 48.1990864], [11.4964295, 48.1985232], [11.4976354, 48.198334799999984], [11.4984889, 48.19724379999999], [11.4995322, 48.196107], [11.5003836, 48.1954203], [11.5012973, 48.19446279999998], [11.5017999, 48.19333359999999], [11.5018467, 48.192658399999985], [11.4999261, 48.19263029999998], [11.5005589, 48.1915486], [11.4992762, 48.19117639999999], [11.5007944, 48.18870279999999], [11.5011304, 48.188188799999985], [11.502002300000001, 48.188295899999986], [11.5021267, 48.1878841], [11.5033018, 48.18803949999999], [11.5034058, 48.1877483], [11.5031996, 48.18772019999999], [11.5032554, 48.18754869999999], [11.5034565, 48.1875771], [11.5036338, 48.1870342], [11.5032426, 48.18699989999999], [11.5034281, 48.18640079999999], [11.5035661, 48.1864047], [11.5036205, 48.185678799999984], [11.5041131, 48.185362], [11.5042186, 48.1850456], [11.5046145, 48.18469789999999], [11.5047254, 48.1847404], [11.5059846, 48.18377969999999], [11.5056672, 48.1837287], [11.5058121, 48.1833825], [11.5060085, 48.1834147], [11.5061443, 48.1830729], [11.5064433, 48.18291259999999], [11.5070898, 48.183026799999986], [11.5075214, 48.18280979999999], [11.5077337, 48.182996], [11.5086598, 48.182478], [11.5070775, 48.1812101], [11.5058941, 48.17987869999999], [11.5051237, 48.17914729999998], [11.5043004, 48.1783718], [11.5024038, 48.17677719999999], [11.5010428, 48.175171099999986], [11.5002846, 48.17454939999998], [11.498566, 48.1733134], [11.4975915, 48.1721613], [11.4960547, 48.171023799999986], [11.4951314, 48.1704138], [11.4941461, 48.1698328], [11.4926239, 48.1687327], [11.4900325, 48.1671829], [11.4878454, 48.166014199999985], [11.4877887, 48.166313099999996], [11.4876645, 48.1666756], [11.4876724, 48.1669426], [11.4875337, 48.16707839999999], [11.4865502, 48.16715349999998], [11.4864595, 48.167429599999984], [11.4854342, 48.168151299999984], [11.4856228, 48.1683043], [11.4850505, 48.1682559], [11.484412, 48.1688311], [11.4846646, 48.1689977], [11.4845679, 48.1691502], [11.484066, 48.169116299999985], [11.4835478, 48.169314499999984], [11.4829893, 48.1697295], [11.4829459, 48.1699947], [11.4830825, 48.17012339999999], [11.4825783, 48.1700628], [11.4819423, 48.1700918], [11.481734, 48.170441], [11.4821745, 48.1705537], [11.4818903, 48.170848099999986], [11.4815056, 48.170971899999984], [11.4811826, 48.17091689999999], [11.4806562, 48.1709437], [11.4804162, 48.1710275], [11.4804914, 48.17118829999998], [11.4801296, 48.1713514], [11.480259, 48.17152929999999], [11.4794717, 48.171861], [11.4798228, 48.17217989999999], [11.479216, 48.171917], [11.4783639, 48.17256109999999], [11.4788022, 48.1727528], [11.4785729, 48.1729698], [11.4781229, 48.1728955], [11.4771679, 48.173447299999985], [11.4774522, 48.1736805], [11.4772213, 48.17389639999998], [11.4768702, 48.17404959999999], [11.4765215, 48.1738507], [11.4762154, 48.174117], [11.4760572, 48.1740378], [11.4755993, 48.1746187], [11.4747351, 48.17537139999999], [11.4747441, 48.17553359999999], [11.4734569, 48.17606279999998], [11.4700297, 48.185566], [11.4674872, 48.1918721], [11.463891, 48.20057139999999], [11.4629099, 48.202278599999985], [11.4616614, 48.20374039999999], [11.4624038, 48.205876799999984], [11.4597967, 48.2117073]]]}";München;80997
48.1200752798,11.6011459158;"{""type"": ""Polygon"", ""coordinates"": [[[11.5825324, 48.1269235], [11.5837205, 48.12795229999998], [11.5826445, 48.12835459999999], [11.5846393, 48.129126699999986], [11.5867876, 48.130869199999985], [11.5870776, 48.13166059999998], [11.5895048, 48.131680299999985], [11.5915308, 48.1302655], [11.5927335, 48.12950069999999], [11.5937976, 48.1288821], [11.5940264, 48.1288454], [11.5942442, 48.128361], [11.5994179, 48.1253297], [11.6021897, 48.123869499999984], [11.6044507, 48.122255199999984], [11.6060737, 48.120776], [11.6071749, 48.1200039], [11.6077841, 48.11963009999999], [11.6095902, 48.11839539999998], [11.6119541, 48.11670079999998], [11.6125402, 48.1161891], [11.613067, 48.11567549999999], [11.613668, 48.1162468], [11.6145621, 48.1162542], [11.6147996, 48.115787], [11.6163645, 48.1156183], [11.6171219, 48.115501], [11.6182287, 48.115254499999985], [11.6176813, 48.11419739999999], [11.617087399999999, 48.11421629999999], [11.6163267, 48.11318619999999], [11.6148201, 48.11173209999998], [11.614347, 48.111579099999986], [11.6134532, 48.1122276], [11.6127955, 48.11194539999999], [11.6110964, 48.1108061], [11.6095573, 48.109450899999985], [11.6091601, 48.109398099999986], [11.6089675, 48.109675299999985], [11.6078836, 48.1094691], [11.6078099, 48.109394899999984], [11.607545, 48.10928659999998], [11.6074822, 48.109009499999985], [11.6072849, 48.109235099999985], [11.6066693, 48.1091707], [11.6054524, 48.1087663], [11.6050513, 48.10904879999998], [11.6045065, 48.10898119999999], [11.6044516, 48.10931989999999], [11.6046826, 48.10941479999999], [11.6045483, 48.1100872], [11.6041988, 48.11014069999999], [11.6040207, 48.110647], [11.60362, 48.110713799999985], [11.604024, 48.11080239999998], [11.6038318, 48.11152689999999], [11.603355, 48.1115847], [11.6031181, 48.11242309999999], [11.6031284, 48.112734899999985], [11.6034366, 48.1127804], [11.603409, 48.1131011], [11.603239, 48.11344539999999], [11.6031637, 48.1136986], [11.603668, 48.11378029999999], [11.6035415, 48.114237799999984], [11.6026611, 48.11413589999999], [11.6021638, 48.1159697], [11.6018631, 48.116606199999985], [11.6027777, 48.1169056], [11.6044407, 48.117146199999986], [11.6030227, 48.1199415], [11.6002708, 48.119370899999986], [11.6001539, 48.1195014], [11.5997917, 48.120209199999984], [11.6002997, 48.120507], [11.6001495, 48.12084909999999], [11.5994074, 48.12084909999999], [11.5988433, 48.1219519], [11.5998013, 48.122056499999985], [11.5998844, 48.1228268], [11.5996737, 48.122832899999985], [11.599522499999999, 48.1232793], [11.5982927, 48.122684], [11.598016, 48.1228748], [11.5973086, 48.12358719999999], [11.596161500000001, 48.12419579999999], [11.5956218, 48.1240673], [11.5955241, 48.124181], [11.595369, 48.124535299999984], [11.5949743, 48.124519099999986], [11.5949519, 48.123876299999985], [11.5949998, 48.1235286], [11.5928187, 48.123515], [11.5918817, 48.12362539999999], [11.5911074, 48.1239395], [11.5904864, 48.12410539999998], [11.5899425, 48.12394709999999], [11.5900761, 48.1243864], [11.5898839, 48.1244384], [11.5896079, 48.124754199999984], [11.5892876, 48.1246104], [11.5890108, 48.124842399999984], [11.5886322, 48.12500859999999], [11.5884725, 48.1248823], [11.587894, 48.1250802], [11.587025, 48.12522519999999], [11.5866166, 48.12535349999999], [11.5863761, 48.125601899999985], [11.5857218, 48.1257262], [11.5852123, 48.125877], [11.585188, 48.1262775], [11.5848838, 48.1263806], [11.5849848, 48.1265821], [11.5846185, 48.12658519999999], [11.5844671, 48.12652029999999], [11.5837994, 48.126779099999986], [11.5835623, 48.126517499999984], [11.5834204, 48.1266145], [11.5836944, 48.1269701], [11.5831408, 48.12717679999999], [11.5827841, 48.1268686], [11.5825324, 48.1269235]]]}";München;81669
48.167245791,11.4039387172;"{""type"": ""Polygon"", ""coordinates"": [[[11.3607802, 48.1581954], [11.3611526, 48.1588712], [11.3612412, 48.1589823], [11.3614462, 48.15910049999999], [11.361819, 48.15977], [11.3617999, 48.159842699999984], [11.3618561, 48.15984539999999], [11.3621839, 48.16088029999999], [11.3626623, 48.162631799999986], [11.3626998, 48.162862899999986], [11.3626772, 48.1630028], [11.363601, 48.1632375], [11.3641353, 48.163402], [11.3644153, 48.163522], [11.364739, 48.1636713], [11.3651895, 48.1639669], [11.3654748, 48.1642458], [11.3657324, 48.16461419999999], [11.3662639, 48.1656722], [11.3670429, 48.167099599999986], [11.3673865, 48.1676706], [11.3674992, 48.167825399999984], [11.3676999, 48.168010399999986], [11.3683188, 48.1693461], [11.3684633, 48.1697468], [11.3689365, 48.17266429999999], [11.369488, 48.17377969999998], [11.3696938, 48.174316199999986], [11.3696531, 48.1745602], [11.3689924, 48.1764692], [11.3710215, 48.1782832], [11.3712481, 48.17840789999999], [11.3716198, 48.17846009999999], [11.3731132, 48.1784606], [11.373635, 48.17849769999999], [11.3741711, 48.1786167], [11.3749045, 48.17888649999998], [11.3759059, 48.17888389999999], [11.377315, 48.1787955], [11.3811181, 48.17918789999999], [11.38312, 48.1779313], [11.3834424, 48.17783159999998], [11.3848513, 48.177667], [11.3851205, 48.177566], [11.3869631, 48.178636], [11.3873316, 48.178883099999986], [11.3875418, 48.17912419999998], [11.3880698, 48.1799334], [11.3882296, 48.180108899999986], [11.388685, 48.1803774], [11.3894334, 48.1806981], [11.3905781, 48.18126809999998], [11.3910622, 48.1817878], [11.3913558, 48.1821498], [11.3915091, 48.1824597], [11.391987, 48.1829971], [11.392241, 48.18338579999999], [11.3931039, 48.184372], [11.391214399999999, 48.185421199999986], [11.3915518, 48.185710399999984], [11.3920509, 48.1869657], [11.3922862, 48.1881077], [11.3924038, 48.189521599999985], [11.3905798, 48.1902611], [11.3907151, 48.1905721], [11.389666, 48.1907338], [11.3885662, 48.1909575], [11.3886335, 48.1912639], [11.3887837, 48.192489899999984], [11.3896586, 48.195325099999984], [11.3903174, 48.1985722], [11.3905191, 48.19900569999999], [11.3906794, 48.20036239999999], [11.3921323, 48.2004541], [11.3941578, 48.200705599999985], [11.4019744, 48.201077099999985], [11.402576, 48.2014531], [11.4030033, 48.2011612], [11.4050812, 48.2015586], [11.4062343, 48.201718], [11.4065924, 48.20146909999998], [11.4089735, 48.20179969999999], [11.4092343, 48.20196519999998], [11.4134484, 48.202538299999986], [11.4159289, 48.202924399999986], [11.4186512, 48.202523], [11.4189553, 48.2025349], [11.419251, 48.2026414], [11.4193747, 48.2027608], [11.4196961, 48.203458], [11.4197515, 48.203498299999985], [11.4213376, 48.20366319999999], [11.4255239, 48.204252799999985], [11.4260036, 48.2042243], [11.4262284, 48.2043463], [11.4319616, 48.2051548], [11.4327972, 48.205297], [11.4332324, 48.2053383], [11.4344761, 48.20558289999999], [11.4343162, 48.2001867], [11.4363523, 48.199083299999984], [11.4362942, 48.196431899999986], [11.4371342, 48.19135519999998], [11.4342379, 48.1894234], [11.4304696, 48.188748199999985], [11.4316851, 48.18605749999998], [11.4366634, 48.18431], [11.437919, 48.18354089999998], [11.4390071, 48.1824978], [11.4387404, 48.18222269999998], [11.4373903, 48.183531899999984], [11.4366521, 48.182813], [11.4363871, 48.18234829999999], [11.4364048, 48.180718], [11.4365218, 48.1794327], [11.4365534, 48.178577799999985], [11.4382869, 48.17744], [11.4415751, 48.17542869999998], [11.4414989, 48.175021399999984], [11.4401363, 48.17472489999999], [11.4386822, 48.174599499999985], [11.4366388, 48.174602], [11.4325379, 48.174465699999985], [11.430027, 48.1742445], [11.4297796, 48.173691699999985], [11.4280913, 48.1737028], [11.4251671, 48.17393339999999], [11.4239874, 48.173977], [11.4212335, 48.1741525], [11.4165012, 48.171376399999986], [11.4161098, 48.1704858], [11.4153396, 48.1682474], [11.4140134, 48.16729759999998], [11.4104315, 48.1649092], [11.4081085, 48.163166299999986], [11.4064633, 48.1618565], [11.4070231, 48.1613681], [11.4077155, 48.16087289999999], [11.4065756, 48.1568506], [11.4093483, 48.1564166], [11.4126429, 48.15610069999999], [11.4176083, 48.1555707], [11.4178239, 48.155022299999985], [11.4174594, 48.1548761], [11.4171856, 48.1543081], [11.4174597, 48.1541299], [11.4177047, 48.15418969999999], [11.4184057, 48.154077], [11.4180251, 48.1539099], [11.417822, 48.153634], [11.4170975, 48.1533408], [11.4174863, 48.152950699999984], [11.4186997, 48.1530865], [11.4188574, 48.1527776], [11.4181088, 48.15255649999999], [11.4183477, 48.152025], [11.4191808, 48.15222039999998], [11.4192963, 48.1519386], [11.4194865, 48.15180869999998], [11.4195438, 48.15160869999998], [11.4193404, 48.15154469999999], [11.4196948, 48.150973599999986], [11.4187647, 48.150724799999985], [11.4196539, 48.1502767], [11.4199817, 48.15001439999999], [11.4205884, 48.14988179999999], [11.4197837, 48.14971219999999], [11.4204569, 48.148284], [11.4201891, 48.148189399999985], [11.4203662, 48.14778049999999], [11.4207751, 48.14779429999999], [11.4208759, 48.1474659], [11.4214734, 48.147465799999985], [11.4205936, 48.1472682], [11.4208306, 48.1467974], [11.4210051, 48.14606879999999], [11.4215049, 48.14614919999999], [11.421812599999999, 48.14568839999998], [11.4223384, 48.14574969999999], [11.4220133, 48.14563219999999], [11.422668, 48.144323], [11.423127, 48.1443554], [11.422733, 48.144254199999985], [11.4229304, 48.1438221], [11.4230317, 48.143733199999986], [11.4232073, 48.143329499999986], [11.4233479, 48.1428926], [11.4238, 48.1428472], [11.4242927, 48.141864199999986], [11.4255095, 48.14192319999999], [11.4282432, 48.1422603], [11.4304959, 48.142282899999984], [11.4310672, 48.1400099], [11.4316596, 48.1396008], [11.4320379, 48.1396932], [11.4331023, 48.1383157], [11.4351192, 48.138977799999985], [11.4374835, 48.13851309999998], [11.4360285, 48.13619759999999], [11.4353785, 48.1366038], [11.4349487, 48.1368214], [11.4344811, 48.136957899999985], [11.4339747, 48.1369323], [11.433365, 48.137011399999984], [11.4328993, 48.13694979999998], [11.4302129, 48.13753219999999], [11.4300418, 48.13748649999999], [11.4297615, 48.1375162], [11.4294865, 48.13748229999999], [11.427958199999999, 48.13700869999999], [11.4273671, 48.1367896], [11.4267703, 48.1366357], [11.4261409, 48.13634469999999], [11.4250805, 48.1356399], [11.4246663, 48.1352752], [11.4240653, 48.1346439], [11.4237359, 48.1337044], [11.4235438, 48.13336489999998], [11.4231508, 48.1328681], [11.4224608, 48.13252749999999], [11.4222798, 48.13213419999999], [11.4210906, 48.1315167], [11.420653, 48.131375699999985], [11.4188446, 48.13053219999998], [11.4174573, 48.1295984], [11.4168963, 48.12931059999998], [11.4146187, 48.128022399999985], [11.4140729, 48.12779239999998], [11.4129027, 48.12746159999998], [11.4127946, 48.1273858], [11.4125133, 48.12747169999999], [11.4123813, 48.12734349999999], [11.4097033, 48.126475], [11.4087603, 48.12620179999998], [11.4049427, 48.1256514], [11.4021346, 48.125330599999984], [11.4019983, 48.1250944], [11.3945585, 48.1254135], [11.3941631, 48.1254816], [11.3929773, 48.127906299999985], [11.3926469, 48.1284734], [11.3898986, 48.127984], [11.3896069, 48.1280631], [11.3893618, 48.128212], [11.3887465, 48.129277499999986], [11.3887155, 48.129395399999986], [11.3887852, 48.129697], [11.3887766, 48.1297877], [11.3891234, 48.13084449999999], [11.3892942, 48.1311104], [11.3895194, 48.1317118], [11.3893741, 48.131955199999986], [11.3892681, 48.132217199999985], [11.3890462, 48.1330166], [11.3886841, 48.13296169999999], [11.3884849, 48.133508], [11.3884755, 48.133658899999986], [11.3885339, 48.13381659999999], [11.3882355, 48.134605], [11.3886209, 48.1347044], [11.3890771, 48.1348925], [11.3894079, 48.134976], [11.3893271, 48.13517069999999], [11.3901877, 48.1354169], [11.3900465, 48.135795], [11.3925171, 48.1365138], [11.3912949, 48.1385839], [11.3896388, 48.1410957], [11.3914284, 48.1417686], [11.3902117, 48.1435261], [11.3907528, 48.143724699999986], [11.389606, 48.1455008], [11.38985, 48.14567249999999], [11.3905369, 48.14593769999998], [11.3899238, 48.146751499999986], [11.389064, 48.147744299999985], [11.3872016, 48.14727649999998], [11.385543, 48.149686899999985], [11.3838928, 48.14896869999998], [11.3839847, 48.14978989999999], [11.3831317, 48.149733], [11.3831364, 48.151505], [11.382858, 48.1531291], [11.3813133, 48.1534212], [11.3798124, 48.153561], [11.3795457, 48.1535267], [11.3795524, 48.1537921], [11.3793123, 48.1538562], [11.3780345, 48.1538297], [11.3780223, 48.1532215], [11.376996, 48.1533047], [11.3756173, 48.1533643], [11.3739026, 48.1535751], [11.3735939, 48.154188799999986], [11.3744215, 48.1540883], [11.373967799999999, 48.155465499999984], [11.3750873, 48.1554654], [11.3749175, 48.1560005], [11.3731866, 48.15602329999999], [11.3719065, 48.15630479999999], [11.3701618, 48.15687479999998], [11.3704455, 48.157558399999985], [11.3705482, 48.15769259999998], [11.3712855, 48.1582714], [11.371341900000001, 48.1583829], [11.3696765, 48.158651599999985], [11.3676192, 48.1587466], [11.3665335, 48.1587325], [11.3663078, 48.158767], [11.3658549, 48.15876819999998], [11.3634551, 48.15859839999999], [11.3607802, 48.1581954]]]}";München;81249
48.1480097835,11.6087753334;"{""type"": ""Polygon"", ""coordinates"": [[[11.5992568, 48.148513], [11.5995868, 48.1492688], [11.6031329, 48.1542231], [11.6053936, 48.15681979999999], [11.6088195, 48.155232099999985], [11.6092251, 48.1556702], [11.6093831, 48.155612599999984], [11.6103947, 48.1545502], [11.6123714, 48.1536473], [11.6133124, 48.153160499999984], [11.6136899, 48.153485199999984], [11.6140365, 48.1533059], [11.613659, 48.152981099999984], [11.6144129, 48.15259109999999], [11.615163, 48.15214959999999], [11.6158995, 48.15106879999998], [11.6161352, 48.150614799999985], [11.616312, 48.14982709999999], [11.6163402, 48.1488752], [11.6187845, 48.1488278], [11.6184798, 48.146405899999976], [11.6167442, 48.1464878], [11.6165932, 48.1453992], [11.6153128, 48.145529899999985], [11.6150745, 48.1440405], [11.6153483, 48.1440067], [11.6151943, 48.143009], [11.614632199999999, 48.1429659], [11.6136043, 48.1426658], [11.6137877, 48.1424644], [11.613361, 48.142156], [11.6128933, 48.14218679999998], [11.6127569, 48.1423875], [11.6124585, 48.14231679999999], [11.6125613, 48.141951], [11.6109608, 48.1415699], [11.610468000000001, 48.142124], [11.6092566, 48.141663399999985], [11.609741, 48.14108689999998], [11.6093688, 48.140828], [11.6087961, 48.1409313], [11.6080153, 48.14048839999999], [11.6081928, 48.14021659999999], [11.6077399, 48.140091], [11.6074593, 48.140228599999986], [11.6071235, 48.13991679999999], [11.6067336, 48.13992039999999], [11.6065633, 48.1396358], [11.606455, 48.1400256], [11.6061107, 48.140038], [11.6061025, 48.1405118], [11.6052174, 48.1405783], [11.605185, 48.140371299999984], [11.6046161, 48.1403818], [11.6044682, 48.13985989999998], [11.6043094, 48.139987699999985], [11.6038119, 48.14054749999998], [11.6039706, 48.14078679999999], [11.6030522, 48.14111269999999], [11.6026182, 48.140504], [11.6022498, 48.140401799999985], [11.6021046, 48.14030179999999], [11.6021716, 48.14062949999999], [11.6019719, 48.1406916], [11.6018153, 48.1420047], [11.6013054, 48.1419993], [11.6011107, 48.1421026], [11.601323, 48.1423193], [11.6021037, 48.1423288], [11.6021168, 48.14270239999998], [11.6017333, 48.14283859999998], [11.60184, 48.14304219999998], [11.6013122, 48.14320449999999], [11.6013936, 48.1434614], [11.6017895, 48.14346029999999], [11.6017662, 48.1438908], [11.6018584, 48.1441068], [11.6014837, 48.14424539999999], [11.6017113, 48.144507699999984], [11.6021103, 48.14442839999999], [11.6024337, 48.14491619999998], [11.6020899, 48.14504739999999], [11.6022495, 48.145332799999984], [11.6025406, 48.14551359999999], [11.6028947, 48.14538059999999], [11.6033051, 48.1456851], [11.6032729, 48.145783499999986], [11.6034645, 48.145903799999985], [11.60329, 48.146123799999984], [11.6037344, 48.14592049999999], [11.6042779, 48.14634779999999], [11.604769, 48.14692129999999], [11.6046555, 48.14699989999998], [11.6048352, 48.14722669999998], [11.6046666, 48.147454799999984], [11.6049225, 48.147567899999984], [11.6051327, 48.1474629], [11.6058848, 48.14803459999999], [11.6059196, 48.14827009999998], [11.6058408, 48.1484177], [11.6060316, 48.148391299999986], [11.6064986, 48.1484233], [11.6074594, 48.1490506], [11.6071457, 48.149215099999985], [11.6074844, 48.14951269999999], [11.6072454, 48.14958319999999], [11.6074732, 48.14982289999998], [11.60768, 48.149741], [11.6081935, 48.15035589999999], [11.607679, 48.15056049999998], [11.6071674, 48.15039739999999], [11.6071753, 48.1502305], [11.6065845, 48.149767799999985], [11.6063389, 48.1499504], [11.6037029, 48.149223499999984], [11.603668, 48.148888599999985], [11.6032645, 48.148760799999984], [11.6028913, 48.14890269999999], [11.602232, 48.14888879999999], [11.6021927, 48.14882189999999], [11.6010509, 48.148707299999984], [11.6009725, 48.14883889999999], [11.6009164, 48.148694], [11.6007465, 48.148546], [11.6005891, 48.1486462], [11.600207900000001, 48.1486112], [11.599979, 48.1485121], [11.5996127, 48.148277], [11.5992568, 48.148513]]]}";München;81679
